UserName,Handle,Timestamp,Comments,Likes,Retweets,Text
NYC DOT,@NYC_DOT,2022-05-06T20:33:33.000Z,"3
1",,3,1
Shabazz Stuart,@ShabazzStuart,2022-05-06T20:33:33.000Z,"Ok. So someone should try to find a way to convince cities to build more secure bike parking… and they should assemble a coalition of advocates to broaden the push, and maybe do a few proofs of concept to show viability.

…if only someone would do this work.",1,,2
H&M USA,@hmusa,2022-05-06T20:33:33.000Z,"hm.com
Watch More",3,7,45
iShatYOURpants,@HighburyHaus,2022-05-06T20:33:33.000Z,Yeah look how well those public-private partnerships turned out with housing. Lmao.,,,
iShatYOURpants,@HighburyHaus,2022-05-06T20:33:33.000Z,Jesus please read more carefully. It’s not an actual program. An electoral program is a reference to shared political goals. lord help this simple man,1,,
iShatYOURpants,@HighburyHaus,2022-05-06T20:33:33.000Z,"Lmao again, this needs to not be in one CEO’s hands.",,,1
Shabazz Stuart,@ShabazzStuart,2022-05-06T20:33:33.000Z,"There is no DSA housing program or M4A…. 

The point of the company was to show it can work and figure out a way to scale in a city like NYC… a municipal contract that hires an operator is how these types of programs often work, globally.",2,,1
iShatYOURpants,@HighburyHaus,2022-05-06T20:33:33.000Z,You just asked me about a municipal program…,1,,
Upwork,@Upwork,2022-05-06T20:33:33.000Z,"upwork.com
Find the perfect designer",18,5,70
Jackson Heights just say NO!,@earbears,2022-05-06T20:03:57.000Z,"Preserve Our Brooklyn Neighborhoods
@infopobn
 · May 6
Where were all the hundreds of volunteers that BS biker bro coalition claimed they had to move the barriers?
 Meanwhile- access to an emergency WAS DELAYED b/c of a MINDLESS BARRIER!
Open Streets? The farce that keeps giving...
 @DOT",5,1,
Hayden Clarkin,@the_transit_guy,2022-05-06T20:03:57.000Z,"I want to stress that conventional stormwater infra is probably best in most of New York City. However, there are definitely neighborhoods that can have this and be perfectly fine runoff-wise.",1,1,8
Stanley Greenberg,@greenbergphoto1,2022-05-06T20:03:57.000Z,"@NYC_DOT
 will never allow 
@NYCWater
 to do this. They’re too worried about the fragile drivers tripping or getting their feet wet.",1,,5
Thomas J Mituzas,@tmituzas,2022-05-06T20:03:57.000Z,"Blissville Civic Association
@BlissvilleCivic
 · May 6
For years now we have requested traffic calming measures on Greenpoint & Starr Avenues @NYC_DOT @NYPD108Pct @QueensCB2 @CMJulieWon Last night, another accident at this location. What will it take to protect our cyclists, pedestrians & motorists at this location? Please help!",,,
The Cat with the Stac,@DaCatWitDaStac,2022-05-06T20:03:57.000Z,I don’t empathize with this feeling. Wtf is this picture,1,,1
Blissville Civic Association,@BlissvilleCivic,2022-05-06T20:03:57.000Z,,,1,
Myrtle W. Speaks,@Blurena,2022-05-06T20:03:57.000Z,,,,
Upwork,@Upwork,2022-05-06T20:03:57.000Z,"upwork.com
Find the perfect designer",2,2,17
Walter Johnson,@thebigtrain2000,2022-05-06T20:03:57.000Z,I’ll tell you what I’ll push….anyone riding the bike on the sidewalk.,1,,
Pedro 我是纽约人,@_pjrt,2022-05-06T20:03:57.000Z,"Well I guess you'll just have to deal with that for now. But feel free to push 
@NYC_DOT
 for more bike lanes. And if one gets proposed in your area, do not fight it",1,,
#GoodCause Michael Beltzer,@BeltzerNYC,2022-05-06T19:23:25.000Z,,,,1
iShatYOURpants,@HighburyHaus,2022-05-06T19:23:25.000Z,"While this private company is piloting and getting things dialed in, municipalities around Europe are erecting large cycling garages.",1,,
NYC DOT,@NYC_DOT,2022-05-06T19:23:25.000Z,"1
2",1,,2
ztalpnielk,@ztalpnielk,2022-05-06T19:23:25.000Z,Dangerous stagger.,,,
Samuel Santaella,@TransitNinja205,2022-05-06T19:23:25.000Z,"It'll be quite something if an 
@ooneepod
 hits my part of the city before any substantial on-street low-stress cycle route does",1,,1
NYCGodmother,@NycGodmother,2022-05-06T19:23:25.000Z," @CitiBikeNYC
 can you remind 
@MarkLevineNYC
 of your policies, that are clearly stated on the #citibike website? 
@NYC_DOT
 @NYCCouncil
 @NYCMayor
 @nycgov
 #NYC #PedestrianSafety #WalkNYC #BikeSafety #bikenyc #CarSafety #SafeSidewalks",1,2,4
Joseph Shraibman,@josephks,2022-05-06T19:23:25.000Z,If they are next to the curb that means you're trapped with the delivery vermin on motorcycles in a narrow space.  I'd rather be away from the curb.,,,
NYC DOT,@NYC_DOT,2022-05-06T19:23:25.000Z,"ALT
New York City 311 and 4 others",,6,4
Shabazz Stuart,@ShabazzStuart,2022-05-06T19:23:25.000Z,That’s why it’s a “pilot” friend.,1,,7
Shabazz Stuart,@ShabazzStuart,2022-05-06T19:23:25.000Z,"Obviously the “solution” is to build a massive network, of which this is part.",1,,7
Upwork,@Upwork,2022-05-06T19:23:25.000Z,"upwork.com
Find the perfect designer",2,2,17
John Finnegan,@justfinnegan,2022-05-06T19:23:25.000Z,Bro you live in Connecticut,,,1
Bird,@BirdRide,2022-05-06T19:23:25.000Z,"betterbikeshare.org
NYC Wants to Get Adaptive Mobility Right
Through partnerships, programming, and new technology, the city hopes to make shared micromobility available to everyone.",,2,8
Streetsblog New York,@StreetsblogNYC,2022-05-06T17:33:47.000Z,"Streetsblog USA
@StreetsblogUSA
 · May 6
Chicago's @Divvy4Everyone,  recently became the first U.S. bikeshare system to offer on-street charging docks for its electric bikes — and it could help make the whole network even greener. 

@streetsblogchi explores. https://chi.streetsblog.org/2022/05/05/divvy-hopes-new-charging-stations-will-reduce-vmt-needed-to-maintain-the-fleet/…",,,5
Jabba the Hutt,@d_wave27,2022-05-06T17:33:47.000Z,2,2,,
ideasintopictures,@ideasintopictur,2022-05-06T17:33:47.000Z,great to see one on 14st the other day.,,,
Dutch Kills Civic Association,@DutchKillsCivic,2022-05-06T17:33:47.000Z,"ALT
ALT
New York City 311 and 5 others",,,
Philly del Fia,@throwajoker,2022-05-06T17:33:47.000Z,"True! But no alas, this is designed to TAKE $1000’s from poor New Yorkers just trying to live their lives #regressive",,,
Philly del Fia,@throwajoker,2022-05-06T17:33:47.000Z,"@Sen_Gounardes
 hope they do you some “electoral violence” (that means vote you out in case you didn’t get it, before you say you’re getting violent threats)",,,
mishka alexander,@mishalex_,2022-05-06T17:33:47.000Z,Truly what the fuck are you talking about? 2 of the 3 deaths noted above were pedestrians,1,,
Jack Marth,@jmarthbx,2022-05-06T17:33:47.000Z,"Every freaking day. Even on the day 
@NYC_DOT
 was celebrating Earth Day on Mosholu Pkwy.",,,3
Paul Mondesire,@TallPaul513,2022-05-06T17:33:47.000Z,"Danny Harris
@DannyHarris_TA
 · May 5
I spent my day responding to news of NYers killed walking and biking - 6 people in 3 days. Then, as I left home to pick up my kids, an ambulance stood at the corner carting away another injured cyclist. Why are we forced to fight so hard to not be killed traveling around NYC?",,,1
((SK)),@katzemt,2022-05-06T17:33:47.000Z,,,,
Upwork,@Upwork,2022-05-06T17:33:47.000Z,"upwork.com
Find the perfect project manager",,1,15
Pedro 我是纽约人,@_pjrt,2022-05-06T16:28:06.000Z,"OpenPlans
@OpenPlans
 · May 6
New polling from @RegionalPlan shows widespread support among New Yorkers for reclaiming streets for pedestrians, transit, micromobility and other uses. The public support is there, now we need our leaders to have the political will to make it happen! https://rpa.org/work/reports/metro-area-issues-survey-3…
ALT
ALT
ALT
ALT",,,
NYC Parks GreenThumb,@NYCGreenThumb,2022-05-06T16:28:06.000Z,,,,1
JarekFA,@JarekFA,2022-05-06T16:28:06.000Z,"NYC Council Member Alexa Avilés
@NYCCouncil38
 · May 5
This morning, another New Yorker lost their life to traffic violence when a private waste truck struck and killed a biker earlier near the 9 Ave subway. The driver fled the scene.

My sincere condolences to the friends and loved ones of the deceased.
https://amny.com/new-york/brooklyn/garbage-truck-driver-kill-cyclist-brooklyn-crash/…
Show this thread",2,,10
New York City 311,@nyc311,2022-05-06T16:28:06.000Z,"@NYC_DOT
 Thanks for looping us in! Good afternoon 
@LouforFlatbush
 @NYPD70Pct
, you may report an abandoned vehicle by using the link provided, or you can DM us if you'd like our assistance. Thank you.",,,1
NYC DOT,@NYC_DOT,2022-05-06T16:28:06.000Z,"We will forward your suggestion to the appropriate unit. If you would like follow up, please visit: http://bit.ly/contactDOTCommissioner…",,,
Anna Melendez,@anna_ms84,2022-05-06T16:28:06.000Z,Transportation Alternatives and 2 others,2,4,10
NYC DOT,@NYC_DOT,2022-05-06T16:28:06.000Z,"Looping in 
@nyc311
 to assist with filing an abandoned vehicle or file online here: https://portal.311.nyc.gov/article/?kanumber=KA-02130… . Abandoned vehicles with plates are managed by NYPD and without plates are managed by NYC Sanitation.",1,1,1
helen gigante,@hgigante,2022-05-06T16:28:06.000Z,Yep,,,1
Upwork,@Upwork,2022-05-06T16:28:06.000Z,"upwork.com
Find the perfect designer",2,2,17
UWS Momderate,@UWSmomderate,2022-05-06T16:28:06.000Z,"What 
@TransAlt
 types don't seem to understand is that no one thinks that cars should be evading traffic cameras or blowing through lights. The issue is that both cars and bikes need to obey the laws that apply to them.",,,
Miriam riviera,@miriam_riviera,2022-05-06T16:28:06.000Z,It also violates the ADA act,1,,2
Samhita,@wraxtl,2022-05-06T16:28:06.000Z,"Idk why this argument is worth having. Both make people feel like suckers, efforts should be taken to curtail both.",,,1
John Quaglione,@JohnQuaglione,2022-05-06T16:28:06.000Z,,2,,4
Rodrigo Salazar,@pabilas,2022-05-06T15:31:49.000Z,,1,,1
Berry St. Alliance,@berrystalliance,2022-05-06T15:31:49.000Z,,3,6,15
ZeroVisionPHL,@ZEROVISIONPHIlL,2022-05-06T15:31:49.000Z,Remove them permanently,,,
JimRockaway,@JimRockaway,2022-05-06T15:31:49.000Z,Council Member Shekar Krishnan and 2 others,,1,14
William Rapfogel,@WRapfogel,2022-05-06T15:31:49.000Z,,,4,15
Angelo Young,@angeloyoung_,2022-05-06T15:31:49.000Z,"In a couple of months they'll be tire-stained, bent, or missing.",1,,
Gabriel Ortiz,@nothingGrinder,2022-05-06T15:31:49.000Z,"The only problem that really needs adressing regarding bikes on sidewalks is speeding at 25/30 mph (which I don’t do) and motorbikes, which is a major problem here in the Bronx. So many plate-less motorbikes.",,,
Upwork,@Upwork,2022-05-06T15:31:49.000Z,"upwork.com
Find the perfect designer",18,5,70
Vidua,@GregVidua,2022-05-06T15:31:49.000Z,"Yep, lack of secure storage (at home, at transportation hubs, at major destinations) seems to be the second largest deterrent to cycling after lack of safe infrastructure (bike lanes).",,,
Penny Thomas,@PennyTh56737385,2022-05-06T15:31:49.000Z,How our community especially NYCHA  buildings that is in horrible conditions. Not clean or safe. You said u Mayor for NYC. Please come East New York.,,,
Propel,@propelbike,2022-05-06T15:31:49.000Z,"Thanks for sharing! I really hope we can get proper bike parking in the US. This is critical infrastructure 
@SecretaryPete
 @NYC_DOT",1,,5
New York City 311,@nyc311,2022-05-06T15:31:49.000Z,"@Blurena
 @NYCSanitation
 @NYC_DOT
 Thanks! We've received your DM and will continue to assist you from there shortly.",,,
Myrtle W. Speaks,@Blurena,2022-05-06T15:31:49.000Z,just sent,1,,
JQ LLC: The Impunity City,@ImpunityCity,2022-05-06T14:02:09.000Z,And I've seen tourists use the emergency gates to get through. Mostly because they see other commuters do it. And you wanna know why transit guy? Because the MTA got rid of token clerks from half of the city's train stations and people took advantage of it.,1,,
NeverForget_WhoProlongedThePandemic,@NeverForget2007,2022-05-06T14:02:09.000Z,"Yeah a bunch of people were killed on bicycles because you and the 
@NYC_DOT
 murderers put unsafe bike lanes on NYC streets. Way to go putting children in harms way with an illusion of safety that doesn’t exist.",,1,3
Jonathan Blair,@knoland_mun,2022-05-06T14:02:09.000Z,Yep,,,1
JQ LLC: The Impunity City,@ImpunityCity,2022-05-06T14:02:09.000Z,"Look at you making presumptions, maligning me and my character. 

Despite my disdain for this city, I still love my town and my vitriol is against feckless ineffective officials. And  I rather have it not agency captured by bad faith actor lobbyists like you and your allies.",1,1,1
NeverForget_WhoProlongedThePandemic,@NeverForget2007,2022-05-06T14:02:09.000Z,"Reasmus
@Reasmus2
 · May 5
Thank you @NYC_DOT for the new hardened delineators (1 to 2 Aves) and flexposts (2 to Lex Aves) on the E61 street bike lane

I really want to believe they will keep  &  away from the #bikeNYC lane. But I am not overly confident...
Show this thread",,,
NYC DOT,@NYC_DOT,2022-05-06T14:02:09.000Z,"ALT
ALT
New York City 311 and 5 others",,4,4
DoorZone,@D00RZ0NE,2022-05-06T14:02:09.000Z,"Will 
@NYC_DOT
 put something in to actually *protect* this #bikeNYC lane after resurfacing or just slap down some paint to “buffer” it and let it turn back into a shit show of D- parallel parking?",,,2
Paul Butler,@paulgb,2022-05-06T14:02:09.000Z,"Did Grand get the big chunky ones? I tend to avoid Grand as well so I hadn't noticed, even though I ride across Grand (at Berry or Kent) almost daily.",1,,
BK_fietsertje,@BkFietsertje,2022-05-06T14:02:09.000Z,"Jean Walsh
@jwalshie
 · May 5
I’m on the Van Ness BRT!
Show this thread",,,
Upwork,@Upwork,2022-05-06T14:02:09.000Z,"upwork.com
Find the perfect developer",24,20,116
NeverForget_WhoProlongedThePandemic,@NeverForget2007,2022-05-06T14:02:09.000Z,"No such thing as “traffic violence”; it’s 
@NYC_DOT
 violence since they’re the brainiacs that put bike lanes on streets that should never have a bike lane. YOU encourage the suicide of innocent NY’ers by advocating for bike lanes in NYC. Own it. Their blood is on your hands.",1,,1
Bike Tarrytown,@BikeTarrytown,2022-05-06T13:19:43.000Z,"BikeGirl
@BikeGirlNYC
 · May 6
So now MORE of the east river greenway is closed. I was just on it last month, still annoyed about the just finished stretch (61st-70th) being closed but now the bridge at 71st is closed too. There's nothing about it on the internet. This is the first google search result. 
Show this thread",1,,2
Jehiah,@jehiah,2022-05-06T13:19:43.000Z,,,2,30
Choresh Wald,@Choresh2,2022-05-06T13:19:43.000Z,,,,4
Lou Céspedes,@LouforFlatbush,2022-05-06T13:19:43.000Z,,2,,
JQ LLC: The Impunity City,@ImpunityCity,2022-05-06T13:19:43.000Z,"No, but you condone lawless conduct of fare beaters. Which include the tourists that this city still mostly caters too.",1,,1
New York City 311,@nyc311,2022-05-06T13:19:43.000Z,"@NYCSanitation
 Thanks for looping us in. Good morning 
@Blurena
, please send us a DM so we can ask you a few questions to better assist you. Thank you.",1,,1
Choresh Wald,@Choresh2,2022-05-06T13:19:43.000Z,"0:17
13 views",1,,1
PR1991-51,@PUERTORICO78751,2022-05-06T13:19:43.000Z,,,,
Prime Video,@PrimeVideo,2022-05-06T13:19:43.000Z,,22,136,891
Choresh Wald,@Choresh2,2022-05-06T13:19:43.000Z,,1,,1
Choresh Wald,@Choresh2,2022-05-06T13:19:43.000Z,,1,,
Jackson Chabot,@chabot_jackson,2022-05-06T12:25:42.000Z,This is incredibly insensitive given the context. Have you been following the horrific spate of crashes? All were hit and killed by drivers…of vehicles.,,,8
UWS Momderate,@UWSmomderate,2022-05-06T12:25:42.000Z,I feel the same way when I dodge bikes blowing through lights.,1,,1
lisaorman,@lisaorman3,2022-05-06T12:25:42.000Z,,1,,1
Lincoln Restler,@LincolnRestler,2022-05-06T12:25:42.000Z,"Not sure if these lights are city or state dot, but will follow up. Thank you for flagging.",,,6
ജോബി,@joby_jacob,2022-05-06T12:25:42.000Z,"Mayor Eric Adams
@NYCMayor
 · May 5
Every New Yorker deserves access to open space, transportation options, and parks. This investment in greenways are the key to making all that a reality.

Learn more: https://www1.nyc.gov/office-of-the-mayor/news/277-22/mayor-adams-commits-47-6-million-funding-nyc-parks-nyc-dot-connect-greenways-across…
Show this thread
ALT
ALT",,3,9
p. smith.,@kittersrae,2022-05-06T12:25:42.000Z,,2,,3
NYPD 62nd Precinct,@NYPD62Pct,2022-05-06T12:25:42.000Z,,,,
@IJM,@IJM,2022-05-06T12:25:42.000Z,You know what New Yorkers deserve? To be safe! NY under your leadership is a disgrace- legal gun ownership is a must to protect ourselves since people like you refuse to be tough on crime! #nycrime,,,1
Gloria,@Gloria69NY,2022-05-06T12:25:42.000Z,"facebook.com
Jackson Heights, NY 11372 | Today at 4:20 pm
Today at 4:20 pm. 34th Avenue OS at 94th street. Such a disgrace for anyone to move those barriers, but when first responders have to do it to get to an emergency, it is ridiculous. Makes it...",,,
Jeff Jensen,@TrafficJensen,2022-05-06T06:50:22.000Z,,,,
YourAveageJosephine????,@eglnyc,2022-05-06T06:50:22.000Z,We should open the public pools by Memorial Day too.,,,
Manhattan_Girl,@ZubizuBags,2022-05-06T06:50:22.000Z,We can't use the parks. There are tourist choppers hovering over them 24/7 spewing leaded fuel emissions,,,1
Trans-Run Nursery & Cloning Consulting NYC,@PhenoFlower,2022-05-06T06:50:22.000Z,"What madness?

Open Streets make it much safer for bikers so they aren't being murdered like they are now. On top of that, without open streets there would of been a lot of traffic blocking that NYPD vechile. They probably got through faster because of the OS program.",,,
"Wilmington, NC Serpentarium Fan",@cob_is_online,2022-05-06T06:50:22.000Z,Ok,,,5
A.K.F.,@a_fad_es,2022-05-06T06:50:22.000Z,Is it going to be green and organic? Or destroying more forest and natural land for plastic parks and paved roads?,,,1
Red Hook Star-Revue,@RedHookStar,2022-05-06T06:50:22.000Z,It goes the other way as well,1,,
Theadora Paulucci,@teddyspeaks,2022-05-06T06:50:22.000Z,"Did you report this to 
@nyc311
?",,,
"Wilmington, NC Serpentarium Fan",@cob_is_online,2022-05-06T06:50:22.000Z,A man died today because a garbage truck hit him. I think you can put up with being 4 feet closer to the bikes,1,,13
Prime Video,@PrimeVideo,2022-05-06T06:50:22.000Z,,22,136,891
ShipofTheseus,@JewishSpaceLazr,2022-05-06T06:50:22.000Z,Baruch Dayan HaEmet,,,1
Andrew H Gross,@AndrewHGross,2022-05-06T06:50:22.000Z,"BDE, very sad. Perhaps also a good opportunity to engage 
@NYCBIC
, a little known agency in charge of reducing accidents from private garbage trucks.",,,2
Red Hook Star-Revue,@RedHookStar,2022-05-06T06:50:22.000Z,"I do want to say that bike lanes next to the curb can be dangerous to walkers, especially if they are not from the area and haven't ever encountered speeding bikes on the curb. Not to mention cyclists going the wrong way....",2,,
Matthew Groza,@mttgza,2022-05-06T06:50:22.000Z,"Yes I’m aware, but I accept that risk, I ride like I’m invisible, and I don’t bitch about every little thing to the city because I’m slightly inconvenienced.",,,
Dawn- streets are for people -Siff,@dawnsiff,2022-05-06T06:50:22.000Z,"All the concerns magically melt away when people are fixated on their own personal property, which they believe the City must store for them for :: checks notes :: 0.0 US dollars, or the price of an occasional ticket, while they blame dirty streets on the open streets program.",,1,5
Upwork,@Upwork,2022-05-06T02:13:18.000Z,"upwork.com
Find the perfect designer",18,5,70
Dawn- streets are for people -Siff,@dawnsiff,2022-05-06T02:13:18.000Z,"Tyler Newcomb (He/Him)
@tylernewcomb_
 · Feb 7
The question is often posed: How will emergency vehicles get to where they’re going?

As an EMT, I have several points to make regarding this. 



(Also disclaimer: opinions are my own and do not represent those of my employers) twitter.com/dfwagoner/stat…
Show this thread",3,8,52
lippee,@lippee17,2022-05-06T02:13:18.000Z,Can I first have access to my office space back please? #endvaxmandates,,1,1
Jimmy Hutchinson,@JimmyHutchin8on,2022-05-06T02:13:18.000Z,"Matt, cars wanna kill you, on your sport bike, too. Choose your allies wisely :)",1,,
Ricardo Pacheco,@RPachecoJH,2022-05-06T02:13:18.000Z,"DOT and a coalition afraid what the results of a paper survey that includes EVERYONE affected would reveal…it’s time for common sense to prevail.
@ydanis
 @voteshekar
 @communityboard3
 @Pb3Banks
 @NYC_DOT",,2,3
NYC Families/Residents Against Congestion Pricing,@NoCongestionTax,2022-05-06T02:13:18.000Z,"Create the congestion, tax the congestion. We see you. 
#axthecongestiontax",,,1
ChainringQueen,@goaliegirl44,2022-05-06T02:13:18.000Z,,,,2
ChainringQueen,@goaliegirl44,2022-05-06T02:13:18.000Z,"* many YEARS of organizing, dating back to 2017.",1,,1
Ricardo Pacheco,@RPachecoJH,2022-05-06T02:13:18.000Z,We have bike lanes on the avenue.  The privileged few just want to have their version of Central Park right at their doorsteps. Thousands of residents living along the avenue are being simply ignored.  We asked DOT to conduct a paper survey but of course they rather obey TransAlt,1,3,9
Michael,@blueparts,2022-05-06T02:13:18.000Z,East River Park destroyed many NYCHA residents live where there is no park anymore due to Comrade DeBlasio,,,
JQ LLC: The Impunity City,@ImpunityCity,2022-05-06T02:13:18.000Z,"That's immensely messed up, but what's with the guy falling down again? 

Having said that, It's impossible to ride with pedestrians in the street. It's probably the biggest misconception the bike zealots have.",1,2,5
LEGO,@LEGO_Group,2022-05-06T02:13:18.000Z,,6,22,287
Ricardo Pacheco,@RPachecoJH,2022-05-06T02:13:18.000Z,"Speeding bikes on 34th Avenue…
@ydanis
 @NYCMayor
 @Pb3Banks
 @Gloria69NY
 @NoBikeLanes
 @NYCCouncil
 @ImpunityCity
 @communityboard3
 @JHCoopsAlliance
 @MelindaKatz
 @NYC_DOT
 @QueensCrapper
 @VickieforNYC
 @LESdwellers
 @NYPDPC",7,4,2
Shmuli Evers,@Shmuli,2022-05-06T02:13:18.000Z,Baruch Dayan Haemes. Sorry to hear about this tragic loss.,,,8
paco (dave) abraham,@subtle116,2022-05-06T02:13:18.000Z,"Don’t whisper the things that ought to be shouted.  
@ShahanaFromBK
 please see this idea and help make it a reality. We can’t keep doing baby steps. 
@NYC_DOT
 needs fine taking huge strides in #VisionZero projects by now and doing them everywhere.",,,3
paco (dave) abraham,@subtle116,2022-05-06T00:50:15.000Z,Fully agree. Also want to point out that a bike lane could have easily been protected there and along the curb but every car pictured in those images is illegally parking. Addressing placard abuse should should be part of the changes to keep tragedies like this from occurring.,,1,18
BrandonWC,@BrandonWC,2022-05-06T00:50:15.000Z,Painted median is a huge waste of space. Why not extended the protected #bikeNYC lane that they are installing on Webster north of 233rd St?,2,2,6
guillotine (fan account),@frogridinghorse,2022-05-06T00:50:15.000Z,"Danny Harris
@DannyHarris_TA
 · May 5
I spent my day responding to news of NYers killed walking and biking - 6 people in 3 days. Then, as I left home to pick up my kids, an ambulance stood at the corner carting away another injured cyclist. Why are we forced to fight so hard to not be killed traveling around NYC?",,,
Brooklyn Trending³³º¹,@BKTrending,2022-05-06T00:50:15.000Z,,,,
ItsEasyBeingGreen,@Fresh_Kermit,2022-05-06T00:50:15.000Z,"Kim Royster can't even keep her own employees from parking on the sidewalk, and Eric Adams encourages his to do so.",,,5
Just A Stan,@Trainsallday1,2022-05-06T00:50:15.000Z,But why?,,1,1
Brooklyn Trending³³º¹,@BKTrending,2022-05-06T00:50:15.000Z,"Traffic stopped by NYPD on Cadman Plaza West exit, Tillary St and Adams",1,,
Tatum,@dogcatlover911,2022-05-06T00:50:15.000Z,,,1,
Upwork,@Upwork,2022-05-06T00:50:15.000Z,"upwork.com
Find the perfect designer",2,2,17
Joann mule,@Joann1105,2022-05-06T00:50:15.000Z,"2
1
2",2,1,2
Joanna Oltman Smith,@jooltman,2022-05-06T00:50:15.000Z,"Ooooofff, been asking them since the middle of the last decade to knock this off, but it's apparently allowable by law. Has this dangerous situation been addressed yet, 
@nyccouncil
 @NYC_DOT
 @CMBrooksPowers
 @CMSandyNurse
?",,,
Ricardo Pacheco,@RPachecoJH,2022-05-05T23:41:12.000Z,"When is this madness going to end? 
@NYCMayor
 come visit the failed 34th avenue open streets program please before anyone gets seriously hurt! 
@JHCoopsAlliance
 @Gloria69NY
 @NYC_DOT
 @NYCCouncil
 @NYPDPC
 @Pb3Banks
 @communityboard3
 @QueensCrapper
 @VickieforNYC
 @QnsBPRichards",2,3,3
