UserName,Handle,Timestamp,Comments,Likes,Retweets,Text
alars212,@lisalar212,2022-04-29T12:55:24.000Z,"Luxury high-rise, hotel overdevelopment is the major reason for congestion and garbage - now lots of ecommerce delivery, Uber etc. Prior to 2010 there were few vehicles and not even traffic lights on some streets.  Also many more schools and medical now, which generate traffic.",,,
alars212,@lisalar212,2022-04-29T12:55:24.000Z,"Respectfully - shouldn't DOT have included the Community Board and City Council Member at a meeting with a BID? BIDs represent private businesses, not residents.",,,
Dr. Umstick,@Drumstick,2022-04-29T12:55:24.000Z,"mikmak.com
Another Day, Another Drumstick®",,,
Patrick Yacco Wants You To Vote,@patrick_yacco,2022-04-29T12:55:24.000Z,"nyc.streetsblog.org
34TH AVE. UPDATE: DOT Presents ‘Bold’ Plan for the Permanent Open Street Called ‘Paseo Park’
The agency said it was motivated primarily by safety and by the higher numbers of pedestrians than vehicles for most of the day.",,1,7
Slava Ukraini,@RebelScumTR8R,2022-04-29T07:45:17.000Z,"How's My Driving NY
@HowsMyDrivingNY
Automated
 · Apr 28
Replying to @HowsMyDrivingNY
As of 10:30:56 PM EDT on April 28, 2022:

Under the Dangerous Vehicle Abatement Act, this vehicle could have been booted or impounded due to its 20 school zone speed camera violations (>= 15/year) from August 20, 2021 to April 15, 2022.",,,
Brian,@Brian14373876,2022-04-29T07:45:17.000Z,,,,
MiniMC,@MinierCM,2022-04-29T07:45:17.000Z,,,,
VeloFamilyNYC,@nyc_velo,2022-04-29T07:45:17.000Z,"You also need a 
@WorldBollard
 in the middle of the bike lane to prevent cars & trucks from using it as a traffic lane, squeezing #bikes against the curb or the hardening. Otherwise, the solution is worse than the problem…",,,3
Gus Snowdon,@gussnowdon,2022-04-29T07:45:17.000Z,yeah.,,,
Leevert Holmes,@vertleecarolyn,2022-04-29T07:45:17.000Z,,,,
50% of Congress MUST be women!,@elizabethb11364,2022-04-29T07:45:17.000Z,"Next you'll be erecting more stupid signs like this for the bicyclists.... This one is on 73rd Ave at 210th St in Queens.
@RepGraceMeng
 We spend our tax $$ on this?!",,,1
Alan,@Tecklana,2022-04-29T07:45:17.000Z,tag the local police pct.,,,
Penalosa_G,@Penalosa_G,2022-04-29T07:45:17.000Z,"Cities need to build networks, not bikelanes. Separated from cars as in photo.  Change the conversation. #BikeNetworks. Everywhere.",,,2
DrLupo,@DrLupo,2022-04-29T07:45:17.000Z,"11
18
268",11,18,268
Miser - MicromobilityNYC,@MicromobilityN,2022-04-29T07:45:17.000Z,Include maps with these,,,1
JimRockaway,@JimRockaway,2022-04-29T07:45:17.000Z,Queens Blvd is scheduled for 746 Jersey barriers but it was supposed in the first go round. What’s the hold up? I have newbie friends who will not ride it without that protection.,,,1
Pedro 我是纽约人,@_pjrt,2022-04-29T07:45:17.000Z,"1
1",1,,1
Paul Trust,@paultrust,2022-04-29T07:45:17.000Z,"1. This is great.
2. How come no one could come up with a more attractive jersey barrier?",,,1
placard corruption,@placardabuse,2022-04-29T01:03:26.000Z,"We know that this #PlacardPerp was deliberately obstructing his license plate because he has a long, documented history of shenanigans with his plates.

The 
@NYC_DOI
 is fully away that he's dirty, and has done nothing about it for years.

#PlacardCorruption",3,2,10
Railfan 007,@Railfan_007,2022-04-29T01:03:26.000Z,"ALT
ALT
NYC DOT New Projects Bot
@NYCDOTProjects
 · Apr 27
Eastern Parkway and Buffalo Avenue - presented to Brooklyn Community Board 8 in April 2022 https://www1.nyc.gov/html/dot/downloads/pdf/eastern-pkwy-buffalo-ave-apr2022.pdf…",,,1
NeverForget_WhoProlongedThePandemic,@NeverForget2007,2022-04-29T01:03:26.000Z,"Why do that? 
@NYC_DOT
 doesn’t listen to community boards. They’re Robert Moses reincarnation on steroids.",,,
Terry Bennett,@TerrBennett,2022-04-29T01:03:26.000Z,Why don’t we flip it and have bus and bike infrastructure be the default and have the onus on those who want more car stuff to try to push that through the system.,,,
ZS,@Z_MBA,2022-04-29T01:03:26.000Z,"Only way is for ordinary citizens calling out corruption , good lock with politicians .",,,
placard corruption,@placardabuse,2022-04-29T01:03:26.000Z,Been going on for years.,,,
Austin,@A177497,2022-04-29T01:03:26.000Z,Keep it up! We love bike lanes,,,1
Samuel Santaella,@TransitNinja205,2022-04-29T01:03:26.000Z,"My only objection to this – curb extensions specifically – is they're not a good design with protected bike lanes, where refugee islands are more appropriate.

But there will still be a majority of streets where PBLs aren't necessary, and 5 intersections/boro/year is too little.",,,
liza darwin,@lizadarwin,2022-04-29T01:03:26.000Z,"Please extend this bike lane to McDonald Ave. It desperately needs a bike lane, it's dangerous.",,,5
Dell Technologies Small Business,@DellSmallBiz,2022-04-29T01:03:26.000Z,"dwen.com
Make your power move. Join DWEN.",,,5
Streetopia Upper West Side,@StreetopiaUWS,2022-04-29T01:03:26.000Z,,,6,5
Melinda Hood,@mel_hood,2022-04-29T01:03:26.000Z,And it's not just this one. There is one on every corner. They all beep 24/7 on residential street.,,,
tmcmh,@tmcmh,2022-04-28T23:35:06.000Z,"Making #FiDi more people-friendly is a huge potential win for #LowerManhattan businesses & residents. The precolonial street grid cries out for pedestrian-first innovation, and since most parking is taken up by placards, putting street parking to better uses makes no difference.",1,,2
